Age at enrollment,Application order,Curricular units 1st sem (enrolled),Daytime/evening attendance,Debtor,Displaced,Gender,Marital status,Scholarship holder,Tuition fees up to date
18,1,6,1,0,1,0,1,0,1
18,1,7,1,0,1,0,1,0,1
20,4,7,1,0,1,0,1,0,1
18,1,6,1,1,1,0,1,1,1
18,1,5,1,0,1,0,1,0,1
19,2,7,1,0,1,1,1,0,1
21,1,6,1,0,0,1,1,0,1
18,1,5,1,0,0,1,1,0,0
24,1,5,0,0,0,0,1,0,1
19,1,8,1,0,1,0,1,1,1
20,1,6,1,0,1,0,1,1,1
18,3,0,1,0,1,0,1,0,1
19,3,0,1,0,1,1,1,1,1
19,1,6,1,0,1,1,1,0,1
24,1,6,1,0,0,1,1,0,1
26,1,6,1,0,0,1,1,0,1
18,1,5,1,0,0,1,1,0,1
18,1,5,1,0,0,1,1,0,1
23,6,5,1,0,1,1,1,0,1
18,2,5,1,1,1,1,1,0,1
19,1,5,1,0,1,1,1,0,1
19,1,5,1,0,1,0,1,0,1
20,2,7,1,0,1,0,1,0,1
18,2,5,1,0,1,0,1,1,1
20,1,7,1,0,0,0,1,0,1
20,1,6,1,0,1,0,1,1,1
20,1,5,1,0,0,0,1,0,1
18,1,6,1,0,1,0,1,1,1
20,2,7,1,0,0,0,1,1,1
22,1,5,1,1,1,0,1,0,0
18,1,0,1,0,1,0,1,0,1
18,1,6,1,0,1,0,1,0,1
47,1,1,1,1,0,0,3,0,1
28,1,5,1,0,1,0,1,0,1
18,1,5,1,0,1,0,1,1,1
26,1,6,0,0,0,0,1,1,1
21,1,10,1,1,0,0,1,0,0
23,1,6,0,0,0,0,1,0,1
35,1,3,1,0,0,0,1,0,1
25,1,7,1,0,0,0,1,0,1
19,3,7,1,0,1,0,1,0,1
24,1,17,1,0,1,0,1,0,1
19,3,6,1,0,1,0,1,0,1
18,1,6,1,0,1,0,1,0,1
18,3,6,1,0,0,0,1,0,1
18,1,7,1,0,0,0,1,1,1
18,1,6,1,0,0,0,1,0,1
24,1,6,1,0,0,0,1,0,1
19,1,6,1,0,1,0,1,0,1
20,1,7,1,0,0,0,1,0,1
19,3,5,1,0,1,0,1,0,1
18,1,6,1,0,1,0,1,0,1
18,1,5,1,0,1,0,1,0,1
18,1,7,1,0,1,0,1,0,1
19,1,5,1,0,1,0,1,0,1
26,1,5,1,0,1,0,1,0,1
36,1,16,1,0,0,0,1,0,1
20,2,6,0,0,0,0,1,0,1
30,1,6,1,1,0,0,1,1,1
20,4,5,1,0,1,0,1,0,1
19,4,7,1,0,1,0,1,0,1
19,1,5,1,0,0,0,1,0,1
31,1,5,0,0,0,0,4,1,1
42,1,11,0,1,0,0,2,0,1
18,1,7,1,0,1,0,1,1,0
21,1,6,1,0,1,0,1,0,1
20,1,7,1,0,0,0,1,0,1
19,1,6,1,0,0,0,1,0,1
22,1,6,1,0,1,0,1,0,1
21,1,6,1,0,1,0,1,0,1
26,1,7,1,0,0,0,1,0,1
18,4,6,1,0,0,0,1,1,1
20,1,6,1,0,1,0,1,0,1
19,1,6,1,0,1,0,1,0,1
19,1,6,1,0,0,0,1,0,1
20,1,5,1,0,1,0,1,0,1
20,1,6,1,0,0,0,1,1,1
18,1,2,1,0,0,0,1,0,1
18,1,5,1,1,1,0,1,0,1
20,3,6,1,0,1,0,1,1,1
19,3,5,1,0,1,0,1,0,1
20,1,6,1,0,0,0,1,0,1
20,1,6,1,0,1,0,1,0,1
21,1,6,1,0,1,0,1,1,1
20,1,6,1,0,0,0,1,0,1
22,1,6,1,1,1,0,1,0,1
18,1,7,1,0,1,0,1,0,1
20,3,5,1,0,1,0,1,0,1
18,1,6,1,0,0,0,1,0,0
27,1,7,1,0,0,0,1,0,1
26,1,7,1,0,0,0,1,0,1
18,2,6,1,0,1,0,1,0,1
24,1,5,1,0,1,1,1,0,1
19,1,5,1,0,0,1,1,1,1
20,1,5,1,0,0,1,1,0,1
18,2,5,1,0,1,1,1,1,1
20,2,5,1,0,0,1,1,0,1
25,1,5,1,0,0,1,1,0,1
22,1,6,1,1,0,1,1,0,1
18,1,8,1,0,0,1,1,0,1
20,1,5,1,0,1,1,1,0,1
23,1,6,1,1,1,1,1,0,1
20,1,5,1,0,1,1,1,0,1
20,6,5,1,0,0,1,1,0,1
28,2,5,0,0,1,0,1,1,1
19,1,6,1,0,1,0,1,0,1
19,1,7,1,0,0,0,1,0,1
20,1,6,1,0,1,0,1,0,1
20,1,6,1,1,0,0,1,0,1
18,3,7,1,0,1,0,1,1,1
20,3,5,1,0,0,0,1,0,1
19,1,6,1,0,1,0,1,0,1
19,2,6,1,0,1,0,1,0,1
27,1,5,0,0,0,0,1,0,1
18,6,5,1,0,0,0,1,0,1
18,1,5,1,0,1,0,1,0,1
18,3,8,1,0,1,0,1,0,1
19,1,5,1,0,1,0,1,1,1
21,1,6,1,0,0,0,1,0,1
23,1,12,1,0,1,0,1,0,0
19,4,6,1,1,1,0,1,1,1
18,1,6,1,1,0,0,1,0,1
19,1,7,1,0,1,0,1,0,1
18,1,6,1,0,1,0,1,0,1
21,1,6,1,0,0,1,1,0,1
20,1,6,1,0,0,1,1,0,1
20,1,6,1,0,0,1,1,0,0
37,1,5,0,0,0,1,2,0,1
18,1,6,1,0,1,1,1,0,1
23,1,6,1,0,0,1,1,0,1
18,1,6,1,0,1,1,1,0,1
32,1,11,1,0,0,1,1,0,1
19,1,12,1,1,1,1,1,0,1
20,1,0,1,0,1,1,1,0,1
40,1,5,1,1,0,1,1,0,1
20,4,5,1,0,0,1,1,0,1
20,1,5,1,0,1,0,1,0,1
19,3,7,1,0,1,0,1,0,1
19,1,6,1,0,1,0,1,0,1
20,1,7,1,0,0,0,1,0,1
18,3,8,1,0,1,0,1,0,1
18,1,6,1,0,1,0,1,0,1
22,1,6,1,0,1,0,1,1,0
20,2,5,1,1,1,0,1,0,1
23,1,6,1,1,0,0,1,0,0
20,5,6,1,0,1,0,1,0,1
21,1,5,1,0,0,0,1,0,1
20,1,6,1,0,0,0,1,0,1
20,2,7,1,0,1,0,1,1,0
20,1,7,1,0,1,0,1,0,1
21,1,5,1,1,0,0,1,0,1
18,3,5,1,0,1,1,1,0,1
23,1,7,1,0,1,1,1,0,1
22,1,5,1,0,0,1,1,0,0
18,1,5,1,0,1,0,1,0,1
22,2,6,1,0,1,0,1,0,1
18,4,5,1,1,1,1,1,0,0
21,1,7,1,0,0,1,1,1,1
21,1,6,1,0,1,0,1,0,1
20,5,6,1,0,1,0,1,0,1
37,1,5,0,0,0,0,4,0,1
37,1,8,0,1,0,0,2,0,1
28,1,6,1,1,1,0,1,0,1
18,5,5,1,0,1,0,1,0,1
34,1,8,1,0,1,0,1,0,1
31,1,6,0,0,0,0,1,0,1
18,1,6,1,0,1,0,1,0,1
31,1,6,1,0,1,0,2,0,1
18,2,5,1,0,0,1,1,0,1
24,1,5,1,0,0,1,1,0,1
18,3,5,1,1,1,1,1,0,0
41,1,5,0,0,0,1,2,1,1
34,1,5,0,0,0,1,2,0,1
20,3,7,1,0,1,0,1,1,1
22,1,6,1,0,1,0,1,0,1
18,1,6,1,0,0,0,1,1,1
18,3,6,1,0,0,0,1,1,1
18,1,6,1,0,0,0,1,0,1
18,1,6,1,1,1,0,1,0,1
19,1,6,1,0,0,0,1,0,1
21,1,6,1,0,1,0,1,0,1
18,2,7,1,0,1,0,1,0,1
18,1,0,1,0,0,0,1,0,1
18,2,6,1,0,1,0,1,0,1
21,1,10,1,0,0,0,1,0,1
20,2,7,1,0,1,0,1,1,1
25,1,5,0,0,0,0,1,0,1
25,2,7,1,0,1,0,1,0,1
24,1,6,1,0,1,0,1,0,1
19,1,5,1,0,1,0,1,0,1
19,6,5,1,0,0,0,1,1,1
20,2,5,1,0,1,0,1,1,1
18,1,0,1,0,1,0,1,0,1
18,2,7,1,0,0,0,1,0,1
19,3,5,1,0,1,0,1,0,1
19,1,7,1,0,1,0,1,0,1
19,1,5,1,0,1,0,1,0,1
32,1,7,1,0,1,0,4,0,1
24,1,5,0,0,0,1,1,0,1
19,2,7,1,0,1,0,1,0,1
45,1,11,1,0,1,0,2,0,1
18,1,7,1,0,1,0,1,0,1
37,1,6,1,1,0,0,2,0,1
20,1,6,1,0,0,0,1,1,1
18,4,7,1,0,1,0,1,1,1
21,1,9,1,1,1,0,1,0,1
25,1,5,1,0,0,1,1,0,1
21,1,6,1,1,1,0,1,0,1
19,1,5,1,0,1,0,1,0,1
23,1,11,0,1,0,0,1,0,1
18,1,6,1,0,0,0,1,0,1
24,1,6,0,0,0,1,1,1,1
20,2,6,1,0,1,1,1,1,1
18,2,5,1,0,0,1,1,1,1
26,1,6,1,0,1,1,1,0,1
18,1,6,1,0,1,0,1,0,1
19,2,5,1,0,1,0,1,0,1
20,2,7,1,0,1,0,1,0,1
18,3,5,1,0,1,0,1,0,1
21,1,6,1,0,1,0,1,0,1
18,1,6,1,0,0,0,1,0,1
20,1,6,1,0,1,0,1,0,1
19,2,6,1,0,1,0,1,0,1
27,1,7,1,0,0,0,1,1,1
19,1,5,1,1,1,0,1,1,0
19,3,7,1,0,1,0,1,1,1
23,1,11,1,1,1,0,1,0,0
20,1,6,1,0,0,0,1,1,1
20,1,6,1,0,0,0,1,0,1
18,1,5,1,0,1,1,1,0,1
21,2,5,1,0,1,1,1,0,1
20,1,6,1,0,1,0,1,0,1
18,2,0,1,0,1,0,1,0,1
19,2,6,1,0,1,0,1,0,1
19,2,6,1,0,1,0,1,1,1
19,3,5,1,0,1,0,1,1,1
18,2,5,1,0,1,0,1,0,1
19,1,6,1,0,1,0,1,0,1
21,1,6,1,0,1,0,3,1,1
18,3,6,1,0,1,0,1,1,1
18,2,7,1,0,1,0,1,1,1
19,1,6,1,1,0,0,1,0,1
20,1,5,1,0,0,1,1,0,1
20,1,5,1,0,0,1,1,0,1
18,6,7,1,0,1,1,1,0,1
19,1,6,1,0,1,1,1,0,1
19,3,5,1,0,1,1,1,0,1
20,2,6,1,0,1,1,1,0,1
21,5,5,1,0,1,1,2,0,1
18,1,5,1,0,1,1,1,0,1
20,1,6,1,0,1,1,1,0,1
20,1,5,1,0,1,1,1,0,1
25,1,6,1,0,1,0,1,1,1
28,1,6,1,0,0,1,4,0,1
35,1,7,1,0,0,0,2,0,1
27,1,8,1,0,0,0,1,0,1
31,1,5,0,0,0,0,1,1,1
47,1,5,0,0,0,1,2,0,1
20,1,0,1,0,0,1,1,1,1
18,1,0,1,0,1,1,1,0,1
39,1,6,1,0,0,0,4,0,1
30,1,5,1,1,0,1,1,0,1
41,1,6,0,0,0,0,2,0,1
18,1,6,1,0,0,0,1,0,0
18,1,5,1,1,1,1,1,0,1
20,1,7,1,0,0,1,1,0,1
21,1,6,1,0,1,0,1,0,1
20,1,6,1,1,1,0,1,0,0
20,4,6,1,0,0,0,1,0,1
19,1,7,1,1,0,0,1,0,1
45,1,12,0,0,1,0,2,0,1
28,1,5,0,0,0,0,1,0,1
18,1,0,1,0,1,1,1,1,1
18,2,6,1,0,1,0,1,0,1
18,1,5,1,0,1,0,1,0,1
21,2,5,1,0,1,1,1,0,1
18,4,5,1,0,1,1,1,0,1
19,1,5,1,0,1,1,1,0,1
19,1,5,1,0,0,1,1,0,1
22,2,7,1,0,1,1,1,0,1
21,6,6,1,0,0,1,1,0,1
18,2,6,1,0,1,1,1,0,1
20,1,12,1,1,1,1,1,0,1
18,1,6,1,0,1,1,1,0,1
18,5,5,1,0,1,1,1,0,1
54,1,13,0,0,0,1,1,0,1
19,1,8,1,0,0,0,1,0,1
27,1,5,0,0,0,0,1,0,1
20,2,5,1,0,0,0,1,0,1
20,1,0,1,0,1,0,1,0,1
19,1,6,1,0,1,0,1,0,1
25,1,5,0,0,0,0,1,0,1
19,1,5,1,0,1,1,1,0,1
19,1,6,1,0,0,1,1,0,1
20,1,0,1,0,1,1,1,0,1
19,1,5,1,0,0,1,1,0,1
18,1,5,1,0,0,1,1,0,1
19,4,5,1,0,1,1,1,0,1
31,1,6,0,0,0,0,1,0,1
24,1,6,1,1,0,0,1,0,0
33,1,8,1,0,0,1,2,1,1
20,1,6,1,0,1,0,1,1,1
44,1,11,0,0,0,1,2,0,1
18,5,7,1,0,1,1,1,0,1
19,4,6,1,0,1,1,1,0,1
21,1,9,1,0,1,1,1,0,1
20,2,6,1,0,1,1,1,0,1
20,1,5,1,0,0,1,1,0,1
18,1,5,1,0,0,1,1,1,0
19,1,12,1,1,0,1,1,0,1
26,1,8,1,0,0,1,1,0,0
32,1,7,1,1,0,1,1,0,1
23,3,6,1,0,1,0,1,1,1
24,1,5,1,0,0,0,1,0,1
25,1,6,1,0,1,1,1,0,1
19,6,6,1,0,1,1,1,0,1
21,1,6,1,0,0,1,1,0,1
19,3,5,1,1,1,1,1,0,1
25,1,5,1,0,0,1,1,0,1
21,1,7,1,0,1,0,1,0,1
19,3,5,1,0,0,1,1,1,1
18,5,5,1,0,0,1,1,1,0
24,1,6,1,1,0,1,1,0,1
19,1,6,1,0,1,0,1,0,0
19,3,7,1,0,1,0,1,1,1
19,1,5,1,0,1,0,1,0,1
21,1,5,1,0,1,0,1,0,1
18,1,5,1,0,0,0,1,1,1
39,1,7,1,0,1,0,2,0,1
20,2,5,1,1,1,1,1,0,1
19,3,6,1,0,0,1,1,0,1
27,1,2,0,0,0,1,2,0,1
34,1,5,1,0,0,1,1,0,1
41,1,7,1,1,0,1,2,0,1
48,1,7,1,0,0,0,2,0,1
18,1,0,1,0,1,0,1,0,1
19,1,6,1,0,1,0,1,0,1
21,1,6,1,0,0,0,1,0,1
19,1,6,1,0,1,0,1,0,1
20,1,6,1,1,0,0,1,0,1
20,1,6,1,0,1,0,1,0,1
18,1,6,1,0,0,0,1,0,1
18,1,6,1,0,0,0,1,1,0
17,4,8,1,0,1,0,1,0,1
18,4,6,1,0,1,0,1,0,1
24,1,9,1,1,1,0,1,0,0
20,1,8,1,0,0,0,1,1,1
18,3,5,1,0,1,0,1,0,1
18,1,6,1,1,0,0,1,0,1
20,1,11,1,1,0,0,1,0,1
19,4,7,1,0,1,0,1,0,1
20,1,6,1,0,0,0,1,0,1
34,1,5,0,0,0,0,2,0,1
18,5,6,1,0,1,0,1,0,1
25,1,6,0,1,0,0,1,0,1
21,1,6,1,0,1,0,1,0,1
34,1,5,0,0,0,0,2,0,1
17,2,0,1,0,1,1,1,0,1
22,1,6,1,0,0,1,1,0,1
19,6,7,1,0,1,0,1,0,1
20,1,6,1,0,0,0,1,0,1
19,4,6,1,0,1,0,1,0,1
21,3,5,1,0,1,0,5,0,1
21,1,6,1,0,0,0,1,0,1
18,1,7,1,0,0,0,1,1,1
18,1,6,1,0,1,0,1,0,1
18,1,5,1,0,1,0,1,0,1
19,3,5,1,0,1,0,1,0,1
18,1,0,1,0,1,0,1,0,1
18,1,6,1,0,0,0,1,0,1
18,5,7,1,0,1,0,1,0,1
18,1,6,1,1,1,0,1,0,0
21,1,6,1,0,1,0,1,0,1
18,2,0,1,0,1,0,1,0,1
19,2,6,1,0,1,0,1,0,1
18,1,6,1,0,0,0,1,1,1
18,1,0,1,0,1,1,1,1,1
18,1,5,1,0,0,1,1,0,1
19,2,6,1,0,1,1,1,1,1
20,2,5,1,0,1,1,1,0,1
19,1,6,1,0,1,1,1,0,1
20,1,7,1,0,0,1,1,1,1
22,1,5,1,0,0,1,1,0,1
22,2,5,1,0,1,1,1,1,1
19,1,5,1,0,0,1,1,0,1
19,2,6,1,0,0,1,1,0,1
18,1,5,1,0,0,1,1,0,1
18,2,6,1,0,0,1,1,1,1
19,1,6,1,0,0,1,1,0,1
24,1,6,1,0,0,1,1,0,1
25,1,6,1,1,1,1,1,0,0
37,1,5,0,0,0,1,2,0,1
19,1,5,1,0,0,1,1,0,1
19,1,7,1,0,0,1,1,1,1
21,2,8,1,0,0,1,1,1,1
20,1,7,1,0,0,1,1,0,1
19,2,6,1,0,0,1,1,1,1
42,1,6,1,0,1,1,1,0,1
21,1,6,1,0,0,1,1,0,0
19,1,6,1,0,1,1,1,0,1
21,1,6,1,0,0,1,1,0,1
20,1,6,1,0,0,1,1,0,1
19,1,5,1,0,0,1,1,0,1
23,1,7,1,0,0,1,1,0,1
18,1,6,1,0,0,1,1,0,1
22,1,5,1,1,0,1,1,1,1
19,5,5,1,0,1,1,1,0,1
22,3,6,1,0,1,1,1,1,1
38,1,6,1,0,0,1,1,0,1
27,1,7,1,0,1,1,1,0,1
19,1,5,1,0,1,1,1,0,1
20,1,5,1,0,0,1,1,0,1
18,4,5,1,0,1,1,1,0,1
19,1,6,1,0,0,1,1,0,1
24,1,5,1,1,0,1,1,0,1
22,1,5,1,0,1,1,1,0,1
19,1,6,1,0,0,1,1,1,1
23,1,17,1,1,1,1,1,0,1
29,1,6,1,0,1,1,1,0,0
20,1,6,1,0,0,1,1,0,1
22,3,0,1,0,1,1,1,0,1
20,2,6,1,0,1,1,1,0,1
24,1,5,1,0,1,1,1,0,1
21,1,12,1,1,0,1,1,0,1
20,1,5,1,0,0,1,1,0,1
22,5,6,1,0,1,1,1,0,1
18,1,5,1,0,0,1,1,0,1
22,1,6,1,0,1,1,1,0,1
19,2,6,1,0,1,1,1,0,1
43,2,5,0,0,0,0,2,0,1
24,1,7,1,0,0,1,1,0,1
18,4,5,1,0,1,1,1,0,1
21,1,5,1,0,0,1,2,0,1
39,1,6,0,0,0,1,1,0,1
34,1,7,1,0,0,1,1,0,1
18,1,0,1,1,0,1,1,0,0
21,1,12,1,0,0,1,1,0,1
27,1,5,1,0,0,1,1,0,1
18,1,5,1,0,1,1,1,0,1
20,1,6,1,0,0,1,1,1,1
19,1,6,1,0,1,1,1,0,1
23,1,6,1,0,1,1,1,0,1
22,1,0,1,0,1,1,1,0,1
20,6,5,1,0,1,1,1,0,1
20,2,6,1,0,1,1,1,0,1
19,2,5,1,0,0,1,1,0,1
18,1,7,1,0,1,0,1,0,1
20,4,5,1,0,1,1,1,0,1
18,1,6,1,0,1,0,1,1,1
19,2,6,1,0,1,0,1,0,1
19,1,5,1,0,0,0,1,0,1
19,1,6,1,0,0,0,1,0,1
20,3,6,1,0,1,0,1,1,1
18,4,5,1,1,1,1,1,0,1
18,1,5,1,0,1,1,1,0,1
18,2,0,1,0,1,0,1,0,1
19,1,5,1,0,0,0,1,0,1
20,1,6,1,0,0,0,1,0,1
26,1,6,0,0,0,0,1,0,1
41,1,5,1,1,0,0,1,0,1
26,1,5,0,0,0,0,1,0,1
21,2,5,1,0,1,0,1,0,1
24,4,5,1,0,1,0,1,0,1
18,4,6,1,0,1,0,1,0,1
22,1,7,1,1,1,0,1,0,0
23,1,5,1,0,1,0,1,0,1
21,3,5,1,0,1,0,1,0,1
18,3,6,1,0,1,0,1,0,1
22,1,6,1,0,1,0,1,0,1
29,1,10,1,0,0,0,1,0,1
19,1,7,1,0,0,1,1,0,1
18,1,5,1,0,0,1,1,1,1
28,9,5,0,0,0,1,1,0,1
20,1,6,1,0,1,1,1,0,1
26,1,7,1,0,0,1,1,0,1
20,1,7,1,0,0,1,1,0,1
20,2,6,1,0,1,1,1,1,1
43,1,8,1,0,1,1,2,0,1
18,5,5,1,1,1,1,1,0,1
40,1,5,0,0,0,1,2,0,1
27,1,6,1,0,0,1,1,0,1
26,1,6,1,1,1,1,1,0,1
20,2,5,1,0,1,1,1,0,1
20,1,5,1,0,0,1,1,0,1
20,1,5,1,1,1,1,1,0,1
30,1,7,1,1,0,1,1,0,1
21,1,6,1,1,0,1,1,0,0
19,1,5,1,0,0,1,1,0,1
25,1,7,1,0,0,0,4,0,1
26,2,7,1,0,0,0,2,1,1
19,2,5,1,0,1,0,1,0,1
21,1,6,1,0,0,0,1,0,1
21,1,5,1,0,1,0,1,0,1
26,1,6,1,0,0,0,1,0,0
20,1,8,1,0,1,0,1,0,1
18,2,6,1,0,1,0,1,0,1
20,1,7,1,1,1,1,1,0,1
23,1,6,1,0,0,1,1,0,1
20,1,6,1,0,0,1,1,0,1
45,1,9,0,0,0,0,1,0,1
26,1,6,0,0,1,0,1,1,1
25,1,5,0,0,0,0,1,0,1
19,1,8,1,0,1,1,1,0,1
19,4,7,1,0,0,0,1,1,1
18,2,0,1,0,1,0,1,1,1
19,2,5,1,0,1,0,1,0,1
23,1,6,1,0,1,0,1,0,1
20,1,6,1,0,1,0,1,0,1
19,3,5,1,0,1,1,1,0,1
29,1,5,0,0,0,1,4,0,1
18,1,6,1,0,1,0,1,0,1
19,3,7,1,0,1,0,1,0,1
19,1,5,1,0,0,0,1,1,1
18,1,6,1,0,1,0,1,0,1
19,1,6,1,0,1,0,1,1,1
19,5,7,1,0,1,0,1,0,1
18,2,6,1,0,1,0,1,0,1
18,3,5,1,0,1,0,1,0,1
34,1,6,1,1,0,0,2,0,0
22,2,5,1,0,0,0,1,0,1
50,2,5,1,0,0,0,2,0,1
25,1,6,1,0,0,0,1,1,1
50,1,5,0,0,0,0,2,0,1
