age_at_enrollment,curricular_units_1st_sem_approved,curricular_units_1st_sem_enrolled,curricular_units_1st_sem_grade,debtor,displaced,gender,marital_status,scholarship_holder,tuition_fees_up_to_date
28,6,10,10.666666666666666,0,0,0,2,0,1
53,15,15,11.8,0,0,0,1,0,1
49,5,6,12.333333333333334,0,0,0,1,0,1
22,8,10,11.0,0,1,0,1,0,1
40,4,5,11.25,0,0,0,1,0,1
36,11,12,11.5,0,0,0,2,0,1
48,6,6,10.666666666666666,0,0,0,6,1,1
34,4,6,13.25,0,0,0,1,0,1
19,1,8,13.67,0,1,0,1,0,1
34,4,5,11.0,0,0,0,2,0,1
28,7,7,12.428571428571429,0,1,0,2,0,1
35,5,5,11.4,0,0,0,2,0,1
18,0,8,0.0,0,1,0,1,0,1
18,3,5,12.0,0,0,0,1,0,1
20,4,6,12.25,0,1,0,1,0,1
18,4,6,11.75,0,1,0,1,0,1
20,4,5,11.0,0,0,0,1,0,1
24,7,8,12.714285714285714,0,0,0,1,0,1
19,2,5,10.0,0,1,0,1,1,1
18,6,6,12.571428571428571,0,1,0,1,0,1
18,6,7,13.39,0,1,0,1,0,1
19,3,5,12.333333333333334,0,0,0,1,0,1
19,2,5,11.5,0,1,0,1,0,1
19,6,6,15.0,0,0,0,1,0,1
19,5,7,12.32,0,1,0,1,0,1
20,6,6,11.333333333333334,0,1,1,1,1,1
33,4,5,12.0,0,1,1,1,0,1
20,5,6,12.8,0,1,1,1,0,1
27,0,5,0.0,1,0,1,1,0,0
33,6,8,12.833333333333334,0,0,0,2,0,1
20,5,6,13.2,0,1,0,1,1,1
19,5,6,11.6,0,1,0,1,0,1
18,6,6,13.166666666666666,0,1,0,1,0,1
19,5,6,12.6,0,1,0,1,0,1
21,3,5,11.333333333333334,0,1,0,1,0,1
19,3,5,10.5,0,1,0,1,1,1
21,6,6,10.375,0,1,0,1,0,1
21,6,7,13.25,0,1,0,1,0,1
18,7,7,12.50625,0,1,0,1,0,1
19,5,6,12.2,0,1,0,1,1,1
20,5,7,12.04,0,0,0,1,0,1
20,5,5,11.166666666666666,0,0,0,1,0,1
20,4,5,12.5,0,1,0,1,0,1
18,6,7,12.183333333333332,0,1,0,1,0,1
18,2,5,10.0,0,0,0,1,0,1
21,6,6,11.166666666666666,0,1,1,1,0,1
20,3,6,11.0,0,1,1,1,1,1
19,5,6,11.333333333333334,0,1,0,1,1,1
19,5,7,11.2,0,1,1,1,1,1
28,4,5,10.5,0,1,1,1,0,1
21,3,5,11.25,0,0,1,1,0,1
24,7,10,10.714285714285714,1,0,1,1,0,1
23,5,6,12.0,0,1,1,1,0,1
20,6,6,12.166666666666666,0,1,1,1,0,1
18,0,0,0.0,0,1,1,1,0,1
23,9,13,11.0,0,0,0,1,0,1
23,4,6,11.5,0,1,0,1,0,1
39,4,5,11.25,0,0,0,2,0,1
22,3,5,12.666666666666666,0,1,0,1,0,1
30,3,5,10.666666666666666,0,0,0,4,0,1
35,3,5,11.666666666666666,0,0,0,2,1,1
26,6,7,12.0,0,1,0,1,0,1
30,9,11,12.22222222222222,0,0,0,2,0,1
25,4,5,11.0,1,0,1,2,0,1
18,7,8,13.68142857142857,0,1,0,1,0,1
23,6,7,12.1,0,0,0,1,0,1
18,5,7,11.94,0,1,0,1,1,1
31,5,6,11.0,1,0,0,1,0,1
20,6,6,12.857142857142858,0,0,1,1,0,1
19,5,10,11.0,0,0,1,1,0,1
34,1,5,17.0,1,0,1,5,1,1
21,5,5,11.0,0,0,1,1,0,1
21,0,6,0.0,0,1,1,1,0,1
24,4,6,11.25,0,0,1,1,0,1
20,5,6,12.4,1,0,1,1,0,0
19,1,5,13.0,0,0,1,1,0,1
26,6,6,11.833333333333334,0,1,1,1,0,1
20,1,5,13.0,0,0,1,1,0,1
21,4,5,11.0,0,1,0,1,0,1
26,2,5,11.5,0,0,1,1,0,1
19,7,8,14.06,0,1,0,1,1,1
19,4,5,11.25,0,0,0,2,0,1
19,2,5,14.5,0,1,0,1,0,1
21,2,6,10.5,0,0,0,1,1,1
19,4,5,12.8,0,1,0,1,0,1
18,0,5,0.0,0,0,0,1,0,1
20,6,6,13.571428571428571,0,0,0,1,0,1
32,5,5,10.2,0,0,0,2,0,1
19,5,6,12.2,0,1,0,1,0,1
19,6,6,13.428571428571429,0,1,0,1,0,1
18,1,5,11.0,0,0,0,1,0,1
20,6,7,13.548333333333334,0,1,0,1,0,1
19,6,6,12.166666666666666,0,0,0,1,0,1
24,5,5,10.8,0,1,0,1,0,1
29,8,13,10.5,0,1,0,1,0,1
19,6,7,11.15,0,0,0,1,0,1
19,3,6,11.666666666666666,0,0,0,1,0,1
24,5,5,12.285714285714286,0,0,0,1,0,1
28,4,7,13.375,1,0,0,1,0,1
38,5,8,13.126,0,0,0,4,0,1
19,3,6,10.333333333333334,0,1,0,1,0,1
20,4,5,12.0,0,1,0,1,0,1
29,5,5,11.4,0,0,0,1,0,1
19,7,8,12.771428571428572,0,1,0,1,1,1
28,7,8,11.0,1,0,1,1,0,1
27,0,6,0.0,0,0,1,1,0,1
18,4,5,11.25,0,1,1,1,1,1
20,5,6,12.4,0,0,1,1,0,1
23,1,6,13.0,0,1,1,1,0,1
21,2,5,10.0,0,0,1,1,0,1
34,5,5,14.2,0,0,1,2,0,1
20,5,7,12.7,0,0,1,1,0,1
24,8,9,13.333333333333334,0,1,1,1,0,1
39,4,5,12.25,0,0,1,1,0,1
19,5,6,13.6,0,0,1,1,0,0
38,2,5,10.5,0,0,1,1,0,1
21,6,7,12.565,0,1,1,1,0,1
19,6,6,13.166666666666666,1,0,1,1,0,1
25,6,6,11.166666666666666,0,1,1,1,0,1
19,6,6,12.666666666666666,0,1,1,1,0,1
33,5,7,13.06,0,0,1,2,0,1
18,0,5,0.0,0,1,1,1,0,1
19,4,5,12.5,1,1,1,1,0,0
19,0,5,0.0,0,1,1,1,0,1
18,7,8,13.154285714285717,0,1,1,1,0,1
19,2,5,11.5,0,0,1,1,0,1
22,3,6,13.333333333333334,0,0,1,1,0,1
18,5,5,11.8,0,1,1,1,0,1
22,0,0,0.0,0,0,1,1,0,1
19,0,0,0.0,1,0,1,1,0,1
19,2,5,12.5,0,1,1,1,0,1
24,7,8,13.142857142857142,1,0,1,1,0,1
18,5,5,15.0,0,0,1,1,1,0
20,1,6,10.0,0,0,0,1,0,1
18,6,6,12.166666666666666,0,1,0,1,1,1
21,3,6,12.0,1,1,0,1,0,1
33,7,7,12.857142857142858,1,0,0,4,0,0
26,3,6,11.75,0,1,0,1,0,1
21,5,6,11.833333333333334,0,0,0,1,0,1
20,6,6,12.555555555555555,0,1,0,1,0,1
20,2,5,14.5,0,0,0,1,0,1
43,6,6,12.875,0,0,1,1,0,1
26,5,5,12.0,0,0,1,5,0,1
33,1,5,13.0,0,1,1,1,0,1
19,5,6,10.8,0,0,1,1,0,1
18,6,6,12.833333333333334,0,1,1,1,0,1
21,5,5,12.6,1,0,1,1,1,1
20,2,5,14.333333333333334,0,1,1,1,0,1
19,1,6,11.0,0,0,1,1,0,1
24,5,5,11.833333333333334,0,0,1,1,1,1
21,5,6,11.333333333333334,0,0,1,1,0,1
28,3,5,14.333333333333334,0,0,1,1,1,1
28,6,6,14.428571428571429,0,0,0,1,0,1
20,5,6,11.8,0,1,0,1,0,1
23,5,6,13.6,0,1,0,1,0,1
23,4,6,13.4,0,1,0,1,0,1
25,3,7,13.0,0,0,0,1,0,1
19,5,7,13.34,0,1,0,1,1,1
20,3,6,12.0,0,0,1,1,1,1
19,5,6,11.5,0,0,1,1,0,1
18,5,7,12.86,0,1,0,1,1,1
18,7,7,12.59125,0,1,0,1,0,1
22,5,6,13.0,0,1,1,1,0,1
18,0,5,0.0,0,1,1,1,0,1
19,5,6,13.2,0,1,1,1,0,1
34,7,12,11.428571428571429,0,1,1,1,0,1
19,6,6,11.166666666666666,0,0,1,1,1,1
20,4,6,11.75,0,0,1,1,0,1
20,6,6,14.5,0,1,0,1,1,1
19,4,6,10.4,0,0,0,1,1,1
21,7,7,13.0,1,1,0,1,0,1
18,6,6,14.166666666666666,0,1,0,1,0,1
21,4,7,13.25,0,1,0,1,0,1
22,1,6,11.0,0,1,1,1,0,1
33,5,8,12.6,0,0,0,2,0,1
20,4,6,11.5,0,1,0,1,1,1
35,4,5,14.2,0,0,0,2,0,1
22,4,6,12.5,0,1,0,1,0,1
20,6,6,11.666666666666666,0,1,0,1,0,1
20,3,5,13.0,0,1,0,1,0,1
21,11,12,11.545454545454543,1,1,1,1,0,1
23,1,5,10.0,0,1,1,1,0,1
24,5,6,11.8,0,1,0,1,0,1
19,1,5,10.0,1,0,0,1,0,1
19,4,6,11.0,0,0,0,1,0,1
22,4,6,10.0,0,1,0,1,0,1
36,3,5,11.0,0,0,0,2,0,1
20,0,7,0.0,0,0,0,1,1,1
40,5,6,13.0,0,0,0,4,0,1
19,3,5,10.8,0,1,0,1,0,1
20,0,7,0.0,0,0,0,1,0,1
38,5,5,11.0,0,0,0,4,1,1
19,12,12,13.333333333333334,0,1,1,1,1,1
21,1,6,10.0,0,1,0,1,1,1
18,7,8,12.285714285714286,0,1,0,1,0,1
19,5,6,12.4,0,0,0,1,0,1
22,6,6,12.571428571428571,0,0,0,1,0,1
22,12,17,11.833333333333334,1,1,0,1,0,1
20,6,6,12.166666666666666,0,0,0,1,0,1
31,6,6,13.166666666666666,0,0,0,2,0,1
18,6,6,13.571428571428571,0,1,0,1,1,1
21,2,5,11.5,1,0,0,1,0,1
19,4,6,11.25,0,1,0,1,0,1
25,7,8,13.29,0,1,0,1,1,1
33,8,10,10.375,0,0,0,2,0,1
20,7,7,12.333333333333334,0,1,0,1,0,1
19,5,5,11.2,0,1,0,1,0,1
20,6,6,11.833333333333334,0,1,0,1,0,1
18,6,6,14.833333333333334,0,1,0,1,0,0
19,2,5,13.5,0,1,0,1,1,1
24,7,8,11.971428571428572,0,1,0,1,1,1
19,3,5,12.0,0,0,0,1,0,1
21,8,12,12.25,0,1,0,1,0,1
18,5,6,12.2,0,0,0,1,0,1
24,5,7,12.4,0,0,0,1,0,1
22,6,7,10.744444444444444,0,1,0,1,0,1
44,4,6,12.75,0,0,0,4,1,0
20,2,5,10.0,0,1,0,1,0,1
19,0,0,0.0,1,1,0,1,0,1
18,7,8,13.242857142857144,0,1,0,1,1,1
18,5,6,12.6,0,1,0,1,0,0
21,4,5,12.25,0,0,0,1,1,1
20,4,6,12.75,0,1,0,1,0,1
18,0,6,0.0,0,1,0,1,1,1
18,1,5,14.0,0,1,0,1,0,1
27,6,6,12.125,1,1,0,1,0,1
18,4,6,13.5,1,1,0,1,0,1
20,0,5,0.0,0,1,0,1,0,1
19,3,5,14.0,0,1,0,1,0,1
20,6,6,12.666666666666666,0,1,0,1,0,1
22,4,6,12.25,0,1,0,1,0,1
22,3,6,15.0,0,1,0,1,0,1
20,0,0,0.0,0,1,0,1,0,1
18,6,6,13.5,0,0,0,1,0,1
45,5,6,13.6,0,0,0,2,0,1
25,4,5,11.25,1,0,0,1,0,1
20,3,5,10.5,0,1,1,1,0,1
22,4,6,11.25,0,1,1,1,0,1
20,6,7,13.016666666666666,0,1,1,1,0,1
18,6,6,11.714285714285714,0,1,0,1,0,1
21,3,5,12.666666666666666,0,0,0,1,0,1
21,0,0,0.0,0,0,1,1,0,1
18,6,6,13.0,0,1,1,1,0,1
18,3,5,14.0,0,0,1,1,0,1
25,6,6,13.166666666666666,0,1,1,1,0,1
18,4,5,13.0,0,1,1,1,0,1
21,3,6,11.25,0,1,1,1,0,1
24,6,7,10.857142857142858,0,0,1,1,1,1
22,4,5,11.75,0,0,1,1,0,1
28,8,13,11.625,0,1,1,1,0,1
18,0,5,0.0,0,1,1,1,0,1
21,3,5,12.333333333333334,1,0,1,1,0,1
28,4,5,11.5,0,0,0,4,0,1
21,3,5,10.666666666666666,0,1,0,1,0,1
20,1,6,17.0,0,1,0,1,0,1
18,3,5,12.666666666666666,0,0,0,1,1,1
18,5,7,14.06,0,1,0,1,0,1
30,3,5,10.333333333333334,0,0,0,4,0,1
18,4,6,11.5,0,1,0,1,0,1
18,6,7,11.833333333333334,0,1,1,1,0,1
19,2,6,13.0,0,0,0,1,0,1
20,0,6,0.0,0,0,0,1,0,1
32,7,7,13.761111111111113,0,0,0,2,0,1
18,4,5,11.25,0,0,0,1,0,1
21,5,6,12.6,0,1,0,1,0,1
18,5,6,12.6,0,1,1,1,0,1
20,4,6,12.0,0,1,1,1,0,1
19,4,6,13.0,0,1,1,1,1,1
25,5,10,11.6,0,1,1,1,0,1
18,1,6,12.0,0,1,0,1,0,1
18,6,7,11.666666666666666,0,1,0,1,0,1
20,7,7,11.4375,0,1,0,1,0,1
18,5,6,11.6,1,1,0,1,1,1
18,5,5,12.666666666666666,0,1,0,1,0,1
19,6,7,12.933333333333332,0,1,1,1,0,1
21,5,6,11.857142857142858,0,0,1,1,0,1
18,3,5,11.333333333333334,0,0,1,1,0,0
24,2,5,11.5,0,0,0,1,0,1
19,6,8,11.833333333333334,0,1,0,1,1,1
20,4,6,14.0,0,1,0,1,1,1
18,0,0,0.0,0,1,0,1,0,1
19,0,0,0.0,0,1,1,1,1,1
19,5,6,11.4,0,1,1,1,0,1
24,0,6,0.0,0,0,1,1,0,1
26,6,6,12.0,0,0,1,1,0,1
18,0,5,0.0,0,0,1,1,0,1
18,5,5,12.0,0,0,1,1,0,1
23,4,5,14.0,0,1,1,1,0,1
18,2,5,10.0,1,1,1,1,0,1
19,5,5,14.0,0,1,1,1,0,1
19,5,5,14.2,0,1,0,1,0,1
20,6,7,11.666666666666666,0,1,0,1,0,1
18,3,5,13.0,0,1,0,1,1,1
20,6,7,11.616666666666667,0,0,0,1,0,1
20,2,6,10.0,0,1,0,1,1,1
20,3,5,10.333333333333334,0,0,0,1,0,1
18,5,6,12.8,0,1,0,1,1,1
20,5,7,13.188,0,0,0,1,1,1
22,0,5,0.0,1,1,0,1,0,0
18,0,0,0.0,0,1,0,1,0,1
18,3,6,12.333333333333334,0,1,0,1,0,1
47,0,1,0.0,1,0,0,3,0,1
28,4,5,11.25,0,1,0,1,0,1
18,3,5,11.666666666666666,0,1,0,1,1,1
26,6,6,12.666666666666666,0,0,0,1,1,1
21,8,10,11.5,1,0,0,1,0,0
23,2,6,10.0,0,0,0,1,0,1
35,3,3,11.816666666666668,0,0,0,1,0,1
25,6,7,12.125,0,0,0,1,0,1
19,6,7,12.471428571428572,0,1,0,1,0,1
24,11,17,12.909090909090908,0,1,0,1,0,1
19,5,6,12.4,0,1,0,1,0,1
18,1,6,11.0,0,1,0,1,0,1
18,6,6,11.833333333333334,0,0,0,1,0,1
18,7,7,13.79714285714286,0,0,0,1,1,1
18,6,6,12.5,0,0,0,1,0,1
24,6,6,11.428571428571429,0,0,0,1,0,1
19,4,6,11.0,0,1,0,1,0,1
20,6,7,11.757142857142856,0,0,0,1,0,1
19,3,5,10.333333333333334,0,1,0,1,0,1
18,5,6,12.6,0,1,0,1,0,1
18,5,5,14.0,0,1,0,1,0,1
18,5,7,12.0,0,1,0,1,0,1
19,4,5,12.0,0,1,0,1,0,1
26,4,5,13.0,0,1,0,1,0,1
36,13,16,10.692307692307692,0,0,0,1,0,1
20,5,6,12.0,0,0,0,1,0,1
30,0,6,0.0,1,0,0,1,1,1
20,3,5,10.333333333333334,0,1,0,1,0,1
19,5,7,13.98,0,1,0,1,0,1
19,1,5,11.0,0,0,0,1,0,1
31,4,5,11.25,0,0,0,4,1,1
42,10,11,11.9,1,0,0,2,0,1
18,7,7,12.285714285714286,0,1,0,1,1,0
21,5,6,12.666666666666666,0,1,0,1,0,1
20,6,7,13.25,0,0,0,1,0,1
19,3,6,10.333333333333334,0,0,0,1,0,1
22,5,6,13.166666666666666,0,1,0,1,0,1
21,4,6,12.75,0,1,0,1,0,1
26,5,7,11.2,0,0,0,1,0,1
18,5,6,11.6,0,0,0,1,1,1
20,3,6,10.333333333333334,0,1,0,1,0,1
19,4,6,12.25,0,1,0,1,0,1
19,6,6,12.0,0,0,0,1,0,1
20,3,5,11.333333333333334,0,1,0,1,0,1
20,4,6,11.25,0,0,0,1,1,1
18,0,2,0.0,0,0,0,1,0,1
18,1,5,12.0,1,1,0,1,0,1
20,5,6,12.8,0,1,0,1,1,1
19,5,5,11.8,0,1,0,1,0,1
20,5,6,10.6,0,0,0,1,0,1
20,5,6,14.333333333333334,0,1,0,1,0,1
21,5,6,13.2,0,1,0,1,1,1
20,6,6,12.666666666666666,0,0,0,1,0,1
22,5,6,13.333333333333334,1,1,0,1,0,1
18,6,7,10.666666666666666,0,1,0,1,0,1
20,3,5,11.333333333333334,0,1,0,1,0,1
18,5,6,12.2,0,0,0,1,0,0
27,4,7,14.0,0,0,0,1,0,1
26,7,7,14.75,0,0,0,1,0,1
18,4,6,10.75,0,1,0,1,0,1
24,1,5,12.0,0,1,1,1,0,1
19,3,5,11.666666666666666,0,0,1,1,1,1
20,5,5,10.0,0,0,1,1,0,1
18,5,5,13.2,0,1,1,1,1,1
20,4,5,10.2,0,0,1,1,0,1
25,5,5,14.2,0,0,1,1,0,1
22,6,6,12.625,1,0,1,1,0,1
18,6,8,13.496666666666668,0,0,1,1,0,1
20,3,5,11.0,0,1,1,1,0,1
23,3,6,11.5,1,1,1,1,0,1
20,2,5,11.0,0,1,1,1,0,1
20,3,5,12.4,0,0,1,1,0,1
28,5,5,10.6,0,1,0,1,1,1
19,6,6,14.833333333333334,0,1,0,1,0,1
19,4,7,12.45,0,0,0,1,0,1
20,5,6,13.4,0,1,0,1,0,1
20,6,6,13.333333333333334,1,0,0,1,0,1
18,5,7,11.98,0,1,0,1,1,1
20,4,5,11.0,0,0,0,1,0,1
19,5,6,12.666666666666666,0,1,0,1,0,1
19,5,6,12.2,0,1,0,1,0,1
27,3,5,10.666666666666666,0,0,0,1,0,1
18,3,5,11.666666666666666,0,0,0,1,0,1
18,2,5,10.5,0,1,0,1,0,1
18,8,8,14.26875,0,1,0,1,0,1
19,2,5,10.5,0,1,0,1,1,1
21,5,6,11.2,0,0,0,1,0,1
23,9,12,13.666666666666666,0,1,0,1,0,0
19,5,6,11.4,1,1,0,1,1,1
18,5,6,10.6,1,0,0,1,0,1
19,5,7,11.8,0,1,0,1,0,1
18,5,6,11.833333333333334,0,1,0,1,0,1
21,6,6,12.571428571428571,0,0,1,1,0,1
20,3,6,10.0,0,0,1,1,0,1
20,5,6,13.2,0,0,1,1,0,0
37,5,5,15.8,0,0,1,2,0,1
18,5,6,13.8,0,1,1,1,0,1
23,6,6,13.0,0,0,1,1,0,1
18,4,6,13.75,0,1,1,1,0,1
32,7,11,11.285714285714286,0,0,1,1,0,1
19,11,12,12.0,1,1,1,1,0,1
20,0,0,0.0,0,1,1,1,0,1
40,1,5,11.0,1,0,1,1,0,1
20,5,5,10.2,0,0,1,1,0,1
20,4,5,12.0,0,1,0,1,0,1
19,6,7,13.411428571428573,0,1,0,1,0,1
19,4,6,11.8,0,1,0,1,0,1
20,6,7,11.833333333333334,0,0,0,1,0,1
18,6,8,13.345,0,1,0,1,0,1
18,6,6,12.166666666666666,0,1,0,1,0,1
22,6,6,11.0,0,1,0,1,1,0
20,2,5,11.5,1,1,0,1,0,1
23,6,6,14.0,1,0,0,1,0,0
20,6,6,11.166666666666666,0,1,0,1,0,1
21,5,5,12.8,0,0,0,1,0,1
20,6,6,12.5,0,0,0,1,0,1
20,7,7,13.462857142857144,0,1,0,1,1,0
20,6,7,14.714285714285714,0,1,0,1,0,1
21,5,5,13.2,1,0,0,1,0,1
18,4,5,12.0,0,1,1,1,0,1
23,5,7,12.414285714285713,0,1,1,1,0,1
22,4,5,11.5,0,0,1,1,0,0
18,4,5,14.25,0,1,0,1,0,1
22,5,6,12.6,0,1,0,1,0,1
18,0,5,0.0,1,1,1,1,0,0
21,5,7,11.2,0,0,1,1,1,1
21,6,6,10.833333333333334,0,1,0,1,0,1
20,4,6,11.25,0,1,0,1,0,1
37,2,5,10.0,0,0,0,4,0,1
37,7,8,11.375,1,0,0,2,0,1
28,0,6,0.0,1,1,0,1,0,1
18,1,5,11.0,0,1,0,1,0,1
34,7,8,11.705714285714285,0,1,0,1,0,1
31,6,6,12.0,0,0,0,1,0,1
18,6,6,12.666666666666666,0,1,0,1,0,1
31,0,6,0.0,0,1,0,2,0,1
18,2,5,11.666666666666666,0,0,1,1,0,1
24,3,5,10.666666666666666,0,0,1,1,0,1
18,3,5,12.0,1,1,1,1,0,0
41,4,5,11.0,0,0,1,2,1,1
34,4,5,11.75,0,0,1,2,0,1
20,5,7,14.46,0,1,0,1,1,1
22,5,6,12.8,0,1,0,1,0,1
18,4,6,12.0,0,0,0,1,1,1
18,6,6,14.333333333333334,0,0,0,1,1,1
18,5,6,12.333333333333334,0,0,0,1,0,1
18,5,6,13.6,1,1,0,1,0,1
19,4,6,12.5,0,0,0,1,0,1
21,5,6,12.2,0,1,0,1,0,1
18,5,7,11.4,0,1,0,1,0,1
18,0,0,0.0,0,0,0,1,0,1
18,3,6,12.0,0,1,0,1,0,1
21,6,10,11.166666666666666,0,0,0,1,0,1
20,5,7,12.62,0,1,0,1,1,1
25,3,5,10.666666666666666,0,0,0,1,0,1
25,7,7,11.857142857142858,0,1,0,1,0,1
24,4,6,15.75,0,1,0,1,0,1
19,4,5,11.0,0,1,0,1,0,1
19,5,5,12.4,0,0,0,1,1,1
20,3,5,12.0,0,1,0,1,1,1
18,0,0,0.0,0,1,0,1,0,1
18,6,7,12.0,0,0,0,1,0,1
19,3,5,10.333333333333334,0,1,0,1,0,1
19,5,7,12.94,0,1,0,1,0,1
19,4,5,12.25,0,1,0,1,0,1
32,4,7,13.625,0,1,0,4,0,1
24,4,5,12.0,0,0,1,1,0,1
19,6,7,13.598333333333334,0,1,0,1,0,1
45,11,11,12.7,0,1,0,2,0,1
18,6,7,11.5,0,1,0,1,0,1
37,6,6,12.875,1,0,0,2,0,1
20,4,6,10.75,0,0,0,1,1,1
18,6,7,13.533333333333331,0,1,0,1,1,1
21,8,9,13.25,1,1,0,1,0,1
25,1,5,11.0,0,0,1,1,0,1
21,1,6,12.0,1,1,0,1,0,1
19,0,5,0.0,0,1,0,1,0,1
23,8,11,12.375,1,0,0,1,0,1
18,5,6,12.6,0,0,0,1,0,1
24,4,6,12.25,0,0,1,1,1,1
20,6,6,11.375,0,1,1,1,1,1
18,4,5,13.5,0,0,1,1,1,1
26,4,6,10.0,0,1,1,1,0,1
18,6,6,12.333333333333334,0,1,0,1,0,1
19,3,5,12.0,0,1,0,1,0,1
20,6,7,13.5,0,1,0,1,0,1
18,4,5,10.666666666666666,0,1,0,1,0,1
21,4,6,12.5,0,1,0,1,0,1
18,4,6,11.5,0,0,0,1,0,1
20,3,6,11.2,0,1,0,1,0,1
19,5,6,13.0,0,1,0,1,0,1
27,6,7,12.6,0,0,0,1,1,1
19,5,5,12.8,1,1,0,1,1,0
19,5,7,13.04,0,1,0,1,1,1
23,11,11,13.166666666666666,1,1,0,1,0,0
20,5,6,10.6,0,0,0,1,1,1
20,6,6,13.428571428571429,0,0,0,1,0,1
18,5,5,12.0,0,1,1,1,0,1
21,4,5,11.5,0,1,1,1,0,1
20,6,6,13.333333333333334,0,1,0,1,0,1
18,0,0,0.0,0,1,0,1,0,1
19,5,6,12.2,0,1,0,1,0,1
19,4,6,11.0,0,1,0,1,1,1
19,5,5,11.6,0,1,0,1,1,1
18,4,5,13.5,0,1,0,1,0,1
19,5,6,13.4,0,1,0,1,0,1
21,3,6,10.2,0,1,0,3,1,1
18,6,6,10.833333333333334,0,1,0,1,1,1
18,6,7,12.816666666666668,0,1,0,1,1,1
19,2,6,13.5,1,0,0,1,0,1
20,4,5,11.6,0,0,1,1,0,1
20,5,5,12.0,0,0,1,1,0,1
18,6,7,13.976666666666668,0,1,1,1,0,1
19,4,6,12.5,0,1,1,1,0,1
19,3,5,11.666666666666666,0,1,1,1,0,1
20,6,6,11.833333333333334,0,1,1,1,0,1
21,4,5,13.2,0,1,1,2,0,1
18,5,5,12.0,0,1,1,1,0,1
20,4,6,11.6,0,1,1,1,0,1
20,4,5,12.0,0,1,1,1,0,1
25,6,6,11.285714285714286,0,1,0,1,1,1
28,5,6,12.0,0,0,1,4,0,1
35,5,7,13.34,0,0,0,2,0,1
27,7,8,12.457142857142856,0,0,0,1,0,1
31,4,5,10.5,0,0,0,1,1,1
47,4,5,10.0,0,0,1,2,0,1
20,0,0,0.0,0,0,1,1,1,1
18,0,0,0.0,0,1,1,1,0,1
39,2,6,13.0,0,0,0,4,0,1
